yyyy-mm-dd,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2010/12/24,263.918671,270.100342,0.001659,0.14,0
2010/12/25,261.597778,272.526398,0.001601,0.17,0
2010/12/26,266.719788,276.693909,0.003275,0.08,0.31459
2010/12/27,271.740723,276.471008,0.00365,0.1,0
2010/12/28,268.380066,274.185883,0.003247,0.05,2.590701
2010/12/29,263.450653,269.779144,0.001774,0.11,0
2010/12/30,259.817169,270.434021,0.001532,0.13,0
2010/12/31,260.053955,270.06488,0.001462,0.13,0
2011/1/1,259.282471,273.378754,0.001353,0.21,0.333112
2011/1/2,267.223297,273.629272,0.002676,0.1,8.364248
2011/1/3,262.573608,273.431061,0.001764,0.18,0
2011/1/4,266.62561,278.936493,0.002188,0.31,0
2011/1/5,268.953857,279.264374,0.002837,0.26,0.684855
2011/1/6,283.270477,285.500122,0.005056,0.57,15.235628
2011/1/7,273.924896,283.087982,0.003968,0.33,3.368773
2011/1/8,268.837189,285.557892,0.004763,0.21,8.446977
2011/1/9,265.267059,272.335571,0.001832,0.18,0
2011/1/10,262.460358,270.322174,0.001265,0.19,0
2011/1/11,257.428497,270.196442,0.001858,0.05,5.535286
2011/1/12,269.5159,273.907257,0.002853,0.12,5.010101
2011/1/13,265.358398,273.338562,0.002177,0.15,0
2011/1/14,263.739105,276.163086,0.001981,0.23,0
2011/1/15,270.760315,274.470123,0.003217,0.1,3.456527
2011/1/16,260.482849,272.929169,0.001927,0.12,0
2011/1/17,264.558594,274.592712,0.002454,0.12,2.179735
2011/1/18,270.735992,278.397675,0.003297,0.2,7.962302
2011/1/19,262.899811,272.030121,0.001562,0.18,0
2011/1/20,261.422729,270.284912,0.001739,0.11,1.845093
2011/1/21,266.819916,272.05188,0.002253,0.13,1.27915
2011/1/22,265.42984,272.847473,0.002059,0.15,0.570352
2011/1/23,262.141266,272.62619,0.001625,0.18,0
2011/1/24,264.124908,275.772552,0.002479,0.14,2.615823
2011/1/25,268.986389,275.21759,0.002527,0.19,0
2011/1/26,261.333771,270.9039,0.001305,0.18,0
2011/1/27,263.321045,270.175385,0.001628,0.14,3.479024
2011/1/28,262.61142,267.72934,0.001753,0.07,0.870621
2011/1/29,257.715973,274.699127,0.001765,0.16,0
2011/1/30,265.748596,271.423645,0.002153,0.11,0
2011/1/31,260.005188,266.281036,0.001426,0.08,0.54189
2011/2/1,257.242676,268.60498,0.001297,0.11,0
2011/2/2,261.622803,273.277069,0.002015,0.13,0.949952
2011/2/3,267.185974,278.565033,0.002945,0.19,10.733362
2011/2/4,262.872314,273.079956,0.001843,0.16,5.356745
2011/2/5,272.959717,273.278625,0.00176,0.34,6.539124
2011/2/6,254.825333,266.359589,0.001104,0.09,0
2011/2/7,254.374191,267.829285,0.001177,0.09,0
2011/2/8,263.270599,271.002747,0.001929,0.11,0
2011/2/9,263.198761,273.40274,0.002148,0.13,0
2011/2/10,261.266846,271.233887,0.001929,0.09,0
2011/2/11,260.754883,273.69635,0.001797,0.16,0
2011/2/12,263.235413,271.828278,0.002145,0.09,0
2011/2/13,260.266022,270.370392,0.001542,0.13,0
2011/2/14,267.174377,278.869629,0.002304,0.3,14.523106
2011/2/15,267.028412,275.025116,0.002563,0.15,0.838292
2011/2/16,265.080536,278.401154,0.002457,0.23,0
2011/2/17,271.312439,280.05423,0.002995,0.31,0
2011/2/18,267.66983,280.022003,0.002566,0.31,0
2011/2/19,269.796631,287.372742,0.003013,0.59,0
2011/2/20,274.650665,283.056763,0.003866,0.36,0
2011/2/21,275.301697,282.901276,0.003952,0.36,2.409349
2011/2/22,267.78125,277.850983,0.002418,0.26,0
2011/2/23,266.336548,281.287109,0.002401,0.36,0.33277
2011/2/24,272.826324,279.0979,0.003917,0.17,7.805278
2011/2/25,269.327576,275.671265,0.002565,0.2,0
2011/2/26,263.156006,272.984558,0.001838,0.16,0
2011/2/27,259.71283,268.00592,0.001315,0.12,0
2011/2/28,260.003052,271.006836,0.001353,0.17,0
2011/3/1,262.625153,273.170441,0.00175,0.18,0
2011/3/2,264.038757,278.684662,0.001803,0.33,0
2011/3/3,268.445374,274.699158,0.002136,0.23,0
2011/3/4,262.506805,274.484558,0.001581,0.23,0
2011/3/5,264.426727,277.636932,0.002083,0.26,0
2011/3/6,269.930847,280.567413,0.002885,0.32,0
2011/3/7,268.656342,283.73761,0.002935,0.41,0
2011/3/8,272.330292,281.572662,0.002886,0.4,0
2011/3/9,265.589447,277.028198,0.002308,0.22,0
2011/3/10,263.043671,277.516937,0.001349,0.35,0
2011/3/11,265.728546,281.756348,0.001807,0.46,0
2011/3/12,271.872223,281.312988,0.00276,0.4,0
2011/3/13,268.026367,277.120331,0.002233,0.27,0
2011/3/14,265.52536,271.962952,0.00144,0.23,0
2011/3/15,265.715851,274.907532,0.002452,0.15,0.812665
2011/3/16,269.049255,279.399719,0.002649,0.3,0
2011/3/17,271.473724,281.971497,0.003666,0.28,3.782316
2011/3/18,264.403259,275.871094,0.001664,0.28,0
2011/3/19,263.239777,271.491394,0.001449,0.19,0
2011/3/20,263.499725,275.903412,0.001831,0.24,0
2011/3/21,265.775513,272.661835,0.001963,0.17,0
2011/3/22,259.741272,274.046936,0.001035,0.28,0.451809
2011/3/23,266.544373,281.109741,0.003352,0.21,3.896012
2011/3/24,270.427673,278.639832,0.003031,0.24,0
2011/3/25,269.117432,275.584686,0.002243,0.25,0
2011/3/26,265.578613,280.295776,0.002175,0.35,0
2011/3/27,268.84967,275.523041,0.00318,0.1,5.888986
2011/3/28,263.512634,272.181,0.00125,0.24,0
2011/3/29,263.570282,273.480469,0.001297,0.26,0
2011/3/30,265.317505,275.24881,0.001346,0.32,0
2011/3/31,269.558044,279.213043,0.001654,0.45,0
2011/4/1,270.949585,282.754913,0.002547,0.47,0
2011/4/2,270.342529,285.049438,0.003164,0.46,0
2011/4/3,271.29483,287.3396,0.002974,0.62,0
2011/4/4,275.292938,289.956207,0.003245,0.82,0
2011/4/5,277.677643,288.012665,0.005027,0.5,3.159927
2011/4/6,273.649292,289.018158,0.004327,0.56,0
2011/4/7,273.599823,292.622437,0.003566,0.9,0
2011/4/8,276.615204,288.548615,0.005533,0.42,1.265286
2011/4/9,280.381042,290.819061,0.007502,0.38,9.331007
2011/4/10,278.15683,289.537903,0.004506,0.68,0
2011/4/11,272.806915,290.322723,0.002836,0.85,0
2011/4/12,273.719421,291.593262,0.003662,0.82,0
2011/4/13,275.42923,291.270386,0.004514,0.71,0
2011/4/14,273.483734,290.525452,0.003442,0.78,0
2011/4/15,274.195374,296.583771,0.003445,1.25,0
2011/4/16,278.218231,288.964722,0.004617,0.63,0
2011/4/17,272.358582,284.42569,0.002701,0.54,0
2011/4/18,275.249054,290.339996,0.003571,0.79,0
2011/4/19,279.082611,290.422119,0.004711,0.73,0
2011/4/20,272.829376,283.665955,0.00298,0.48,0
2011/4/21,269.112671,281.73114,0.002711,0.37,0
2011/4/22,269.676788,286.045898,0.002816,0.55,0
2011/4/23,276.483337,283.281311,0.004431,0.33,9.312484
2011/4/24,273.837158,288.275726,0.004228,0.54,0
2011/4/25,278.600586,294.173431,0.005076,0.92,1.044651
2011/4/26,280.303253,298.975037,0.006292,1.22,3.540823
2011/4/27,283.349976,294.523468,0.006141,0.96,1.053651
2011/4/28,277.389526,289.661194,0.004423,0.68,0
2011/4/29,273.380615,292.059631,0.002763,0.98,0
2011/4/30,271.314301,296.765106,0.006044,0.81,12.01706
2011/5/1,281.514832,291.47287,0.006637,0.59,0.739805
2011/5/2,275.64093,290.69458,0.004389,0.7,0
2011/5/3,274.145905,289.474823,0.00599,0.34,6.43896
2011/5/4,278.318176,293.298126,0.005296,0.82,0
2011/5/5,274.339966,288.089905,0.006307,0.22,17.101021
2011/5/6,279.828522,292.70929,0.007178,0.54,3.177357
2011/5/7,287.010437,296.526398,0.00782,1.04,26.558798
2011/5/8,282.093689,297.960266,0.006618,1.13,0
2011/5/9,281.1763,295.318787,0.007405,0.75,3.591369
2011/5/10,288.000305,295.403687,0.008032,0.97,5.177519
2011/5/11,280.685394,294.154816,0.004644,1.06,0
2011/5/12,280.266144,289.648132,0.00586,0.55,2.353727
2011/5/13,277.800323,284.674957,0.005352,0.29,0.369621
2011/5/14,277.075562,288.276093,0.004242,0.62,0
2011/5/15,275.892517,293.104767,0.004303,0.88,0
2011/5/16,278.429932,292.912659,0.005431,0.77,11.66721
2011/5/17,279.816498,289.487213,0.007734,0.24,9.217929
2011/5/18,278.996582,299.590729,0.004749,1.47,0
2011/5/19,278.029999,304.452484,0.005324,1.92,0
2011/5/20,281.482971,305.070953,0.007008,1.86,0
2011/5/21,287.608948,295.251282,0.007841,0.96,0
2011/5/22,279.120117,291.191406,0.004956,0.75,0
2011/5/23,275.026703,289.256744,0.003475,0.74,0
2011/5/24,276.431152,288.661438,0.00573,0.39,0.751379
2011/5/25,277.449005,289.996704,0.005201,0.58,0
2011/5/26,279.102997,291.450348,0.005592,0.67,0
2011/5/27,276.385986,290.582153,0.005351,0.57,0
2011/5/28,278.708405,294.562469,0.006461,0.75,1.284477
2011/5/29,279.814575,300.92453,0.006647,1.35,0
2011/5/30,278.993195,302.596252,0.006628,1.52,0
2011/5/31,285.332275,298.34494,0.010356,0.75,2.304526
2011/6/1,288.679138,298.2883,0.011211,0.79,4.359038
2011/6/2,283.730164,295.84436,0.00758,0.87,0
2011/6/3,280.150055,294.097626,0.005683,0.88,0
2011/6/4,277.394104,294.717438,0.006256,0.75,0
2011/6/5,282.056458,294.594116,0.008051,0.63,4.12891
2011/6/6,279.395294,297.721954,0.006262,1.07,0
2011/6/7,286.005798,302.16864,0.008046,1.53,6.486676
2011/6/8,286.502838,292.427765,0.00878,0.55,6.911479
2011/6/9,281.500214,294.861877,0.006386,0.88,0
2011/6/10,280.711334,295.371002,0.007101,0.78,0
2011/6/11,281.224274,294.981171,0.007799,0.66,0
2011/6/12,282.966431,298.145111,0.008591,0.89,0
2011/6/13,283.71994,300.989288,0.008999,1.15,0
2011/6/14,281.966644,302.986023,0.00631,1.72,0
2011/6/15,284.59494,303.600464,0.009249,1.46,0
2011/6/16,288.716431,299.437653,0.012451,0.72,0.898653
2011/6/17,290.717194,299.353973,0.013469,0.68,3.506952
2011/6/18,290.269806,300.874573,0.013649,0.78,0.437964
2011/6/19,287.765808,302.275177,0.012403,0.98,5.057921
2011/6/20,290.980621,302.783783,0.013723,1.04,2.513715
2011/6/21,288.028076,302.45578,0.01145,1.16,0
2011/6/22,285.68277,299.477753,0.010962,0.78,0.841434
2011/6/23,287.026245,300.544037,0.011521,0.88,3.133091
2011/6/24,286.705536,302.829224,0.011131,1.18,0
2011/6/25,289.055237,304.162506,0.011408,1.43,0.381718
2011/6/26,288.201721,297.078003,0.012179,0.5,0.766862
2011/6/27,289.021545,297.134644,0.013127,0.41,3.48
2011/6/28,289.858154,296.019043,0.014365,0.18,20.895245
2011/6/29,290.939697,304.49707,0.013843,1.23,9.783272
2011/6/30,288.93454,300.474457,0.011043,1.05,2.021587
2011/7/1,282.608398,300.649597,0.008396,1.16,0
2011/7/2,285.032684,297.74826,0.009411,0.82,3.830232
2011/7/3,283.823059,300.900604,0.009693,1.04,0
2011/7/4,288.519714,305.26889,0.013245,1.28,13.970088
2011/7/5,288.540619,303.857178,0.01208,1.27,3.350405
2011/7/6,284.999115,295.001404,0.012002,0.19,3.607937
2011/7/7,286.745209,288.82135,0.009648,0.21,0.320145
2011/7/8,286.751282,292.951813,0.00942,0.51,0
2011/7/9,286.866516,308.030334,0.009704,2.12,0
2011/7/10,284.930176,307.8237,0.009405,2.04,0
2011/7/11,284.744385,309.611328,0.009703,2.27,0
2011/7/12,286.587036,309.986389,0.010412,2.32,0
2011/7/13,286.638641,307.318604,0.010558,1.87,0
2011/7/14,284.826752,309.732208,0.010636,2.16,0
2011/7/15,288.12915,306.074127,0.011904,1.57,0
2011/7/16,289.104218,308.183289,0.012044,1.92,0
2011/7/17,289.311523,302.548187,0.01292,1.02,1.466076
2011/7/18,289.198669,302.156952,0.011525,1.18,0
2011/7/19,283.137482,302.001862,0.008545,1.31,0
2011/7/20,289.212128,304.624634,0.012733,1.31,0
2011/7/21,287.581116,305.898132,0.008617,2,0
2011/7/22,283.778534,305.778809,0.008902,1.76,0
2011/7/23,286.258331,304.54248,0.010587,1.46,0
2011/7/24,288.792542,300.743256,0.013133,0.76,4.653767
2011/7/25,289.160126,302.833893,0.012917,1.05,0
2011/7/26,287.572144,302.841675,0.010681,1.3,0
2011/7/27,283.876099,304.180634,0.009042,1.53,0
2011/7/28,286.262848,303.933441,0.010566,1.38,0.994029
2011/7/29,288.169037,304.892242,0.012518,1.32,1.816695
2011/7/30,289.625793,304.900848,0.013134,1.31,0
2011/7/31,291.444214,300.167908,0.015042,0.58,2.968106
2011/8/1,292.119904,300.944641,0.015385,0.66,15.728642
2011/8/2,291.352295,307.951477,0.014596,1.64,3.780998
2011/8/3,291.341553,306.342773,0.01455,1.41,3.174521
2011/8/4,288.384796,308.641846,0.010512,2.18,0
2011/8/5,287.411102,305.894562,0.011325,1.59,1.978621
2011/8/6,288.336273,301.324646,0.01436,0.61,8.650849
2011/8/7,290.67157,300.286743,0.014579,0.61,3.719533
2011/8/8,290.712097,298.20694,0.014371,0.43,3.755186
2011/8/9,290.914551,301.183868,0.014559,0.72,1.268695
2011/8/10,290.903168,302.19162,0.013435,1,0
2011/8/11,288.875519,303.599182,0.012483,1.19,0
2011/8/12,288.458527,302.305725,0.01301,0.93,0
2011/8/13,290.850342,304.16214,0.01435,1.11,4.60902
2011/8/14,287.434021,303.86554,0.01176,1.25,0
2011/8/15,288.100067,302.354919,0.012041,1.06,0.990417
2011/8/16,286.791229,301.327881,0.010106,1.16,0
2011/8/17,285.524353,299.166931,0.010072,0.88,0
2011/8/18,286.71933,305.434082,0.010942,1.55,0.326366
2011/8/19,289.560486,302.39035,0.011756,1.19,0.323392
2011/8/20,284.755615,302.643799,0.008568,1.45,0
2011/8/21,284.108185,303.797974,0.008942,1.51,0
2011/8/22,285.307556,303.249023,0.009602,1.39,0
2011/8/23,285.200043,302.401947,0.009846,1.25,0
2011/8/24,285.149139,302.438354,0.010049,1.22,0
2011/8/25,288.16394,300.866791,0.011711,0.95,3.818379
2011/8/26,288.960114,299.595337,0.013137,0.65,3.407332
2011/8/27,289.397156,298.839813,0.013128,0.6,1.735507
2011/8/28,288.127441,303.010406,0.011785,1.18,0
2011/8/29,285.144318,304.481537,0.010086,1.47,0
2011/8/30,285.499878,303.619812,0.011146,1.22,0
2011/8/31,285.730103,303.251923,0.010827,1.23,0
2011/9/1,285.816711,301.736023,0.0111,1.01,0
2011/9/2,289.069733,298.951599,0.012042,0.75,13.429331
2011/9/3,286.137573,300.63562,0.010104,1.06,5.025023
2011/9/4,282.10672,301.744598,0.007972,1.32,0.29896
2011/9/5,282.438171,299.410492,0.008189,1.05,0
2011/9/6,283.891296,300.968231,0.009072,1.14,0
2011/9/7,283.709229,300.570312,0.00896,1.11,0
2011/9/8,284.857819,294.50473,0.010293,0.4,0.438649
2011/9/9,284.042175,297.849884,0.008996,0.85,0
2011/9/10,276.971375,297.892242,0.006694,0.95,0
2011/9/11,279.376648,300.540161,0.007199,1.21,0
2011/9/12,285.178711,293.411774,0.010022,0.37,1.218566
2011/9/13,286.974731,301.035645,0.011407,0.95,3.352905
2011/9/14,287.796814,298.046661,0.011926,0.61,1.426456
2011/9/15,284.729309,295.085175,0.008656,0.69,0
2011/9/16,276.847595,289.415924,0.005852,0.43,0
2011/9/17,278.930908,285.79248,0.006581,0.19,0
2011/9/18,279.797424,287.579102,0.006605,0.3,0
2011/9/19,279.060364,294.297699,0.007152,0.63,0
2011/9/20,279.005432,297.474945,0.007032,0.92,0
2011/9/21,279.161438,298.715363,0.007293,1,0
2011/9/22,280.925262,297.280823,0.007552,0.89,0
2011/9/23,273.945709,290.367218,0.009196,0,4.000756
2011/9/24,284.0495,298.981934,0.009193,0.92,0.481889
2011/9/25,284.218567,292.262665,0.009418,0.34,0.658576
2011/9/26,283.733856,295.488159,0.009359,0.57,0
2011/9/27,284.836731,296.904358,0.009631,0.7,2.029381
2011/9/28,285.673065,294.411743,0.008977,0.63,2.199208
2011/9/29,279.927094,292.58017,0.006741,0.6,0.62018
2011/9/30,278.21756,295.549805,0.006274,0.84,0
2011/10/1,274.481415,291.382019,0.003811,0.8,0
2011/10/2,274.249786,294.454498,0.004216,0.96,0
2011/10/3,277.594208,290.490204,0.004752,0.69,0
2011/10/4,275.668365,293.462646,0.004562,0.86,0
2011/10/5,276.941925,298.545013,0.004914,1.28,0
2011/10/6,279.182831,299.100769,0.006846,1.11,0
2011/10/7,284.714844,296.347504,0.008456,0.82,2.562156
2011/10/8,279.270477,297.642242,0.006587,1.01,0
2011/10/9,279.025208,298.782349,0.006516,1.12,0
2011/10/10,276.72171,298.406494,0.006528,1.01,0
2011/10/11,282.838959,295.618317,0.007777,0.78,0
2011/10/12,278.05957,299.680908,0.006183,1.23,0
2011/10/13,281.761536,297.603699,0.008257,0.84,2.016073
2011/10/14,280.289978,297.792633,0.008219,0.81,0.450836
2011/10/15,282.384644,290.852203,0.008566,0.3,2.578617
2011/10/16,281.231934,299.975952,0.009836,0.82,48.107464
2011/10/17,284.679443,297.821899,0.008828,0.9,1.020714
2011/10/18,280.086395,299.986206,0.008077,1.04,0.315797
2011/10/19,282.338593,297.426453,0.008732,0.78,3.945428
2011/10/20,274.966644,295.736908,0.006703,0.7,12.89398
2011/10/21,273.580902,281.63443,0.004285,0.21,0
2011/10/22,274.817169,281.05127,0.004183,0.24,0
2011/10/23,271.69519,282.802612,0.003644,0.32,0
2011/10/24,270.158234,284.777802,0.003494,0.4,0
2011/10/25,272.915558,286.396088,0.003466,0.53,0
2011/10/26,273.837158,290.856445,0.004318,0.68,0
2011/10/27,277.87262,283.149719,0.005145,0.26,1.092268
2011/10/28,272.257507,283.615387,0.004384,0.25,0.561687
2011/10/29,274.840973,281.041504,0.004754,0.15,2.911927
2011/10/30,272.001556,278.175385,0.003527,0.18,0
2011/10/31,269.814117,279.892303,0.002973,0.28,0
2011/11/1,270.953094,286.486542,0.00336,0.51,0
2011/11/2,273.177063,291.377808,0.003818,0.77,0
2011/11/3,277.536072,284.246277,0.005203,0.28,4.639
2011/11/4,272.34433,283.445343,0.003823,0.33,0
2011/11/5,269.54715,282.499207,0.003358,0.31,1.89079
2011/11/6,278.623749,288.694855,0.004534,0.64,18.754049
2011/11/7,268.336151,276.171417,0.004372,0,10.726949
2011/11/8,272.470734,281.540771,0.003715,0.27,0.954956
2011/11/9,272.55777,278.22879,0.003433,0.21,0.695166
2011/11/10,270.034058,278.773895,0.002919,0.25,0
2011/11/11,272.662872,282.660614,0.002928,0.44,0
2011/11/12,275.080566,282.127106,0.004123,0.29,1.630571
2011/11/13,270.241119,279.961823,0.003351,0.23,0
2011/11/14,272.086914,276.630615,0.003469,0.14,0.89458
2011/11/15,269.040558,274.572479,0.003159,0.08,1.622483
2011/11/16,269.985413,275.265594,0.003136,0.12,1.618608
2011/11/17,267.338348,275.038879,0.002561,0.16,0
2011/11/18,268.074615,276.856598,0.002618,0.21,0
2011/11/19,272.494324,285.332489,0.004133,0.37,1.841217
2011/11/20,275.718933,285.753815,0.006241,0.15,18.54887
2011/11/21,270.470367,284.580017,0.00563,0.07,3.748016
2011/11/22,270.64151,279.240234,0.004021,0.11,6.232067
2011/11/23,267.412262,277.006317,0.002621,0.2,0
2011/11/24,272.238861,279.343689,0.003227,0.27,0
2011/11/25,268.505646,279.113342,0.002939,0.23,0
2011/11/26,269.629608,283.707001,0.003599,0.32,0
2011/11/27,278.615173,287.526947,0.006965,0.21,14.471113
2011/11/28,273.932556,283.78952,0.004254,0.31,0
2011/11/29,271.656555,277.575134,0.003327,0.18,1.440406
2011/11/30,274.148407,279.932495,0.003411,0.3,1.459024
2011/12/1,268.053711,276.151855,0.002924,0.14,0
2011/12/2,266.91452,277.844604,0.002551,0.23,0
2011/12/3,270.623993,278.140503,0.003055,0.22,0
2011/12/4,269.782227,276.491516,0.003355,0.11,1.102399
2011/12/5,269.163849,274.942596,0.003005,0.12,0.688433
2011/12/6,269.62207,280.494415,0.003311,0.24,0
2011/12/7,275.080566,291.601349,0.004279,0.76,0
2011/12/8,276.57019,286.461243,0.005077,0.38,0
2011/12/9,273.138885,282.473999,0.004036,0.28,0
2011/12/10,277.67688,285.67511,0.006013,0.23,1.441039
2011/12/11,276.223114,286.598358,0.007981,0,7.223383
2011/12/12,268.793427,288.193207,0.003956,0.47,2.814872
2011/12/13,265.220673,274.883514,0.002103,0.19,0
2011/12/14,267.266876,272.884949,0.002295,0.15,0
2011/12/15,263.304138,276.687744,0.002001,0.23,0
2011/12/16,271.999634,281.921326,0.00361,0.29,12.067507
2011/12/17,267.301636,275.185883,0.0025,0.17,0
2011/12/18,263.92804,273.625366,0.001899,0.18,0
2011/12/19,266.316467,278.137573,0.002443,0.25,0
2011/12/20,273.3815,288.273621,0.004882,0.43,4.938736
2011/12/21,271.250641,283.275269,0.00654,0,31.595863
2011/12/22,267.769073,273.990631,0.003262,0.03,14.241435
2011/12/23,270.811707,281.085175,0.003978,0.18,0.910199
2011/12/24,276.920654,284.787842,0.006269,0.13,0.488748
2011/12/25,280.625183,287.001953,0.006375,0.34,0
2011/12/26,280.069153,288.779541,0.005945,0.48,0.476847
2011/12/27,280.560425,287.550018,0.006558,0.34,3.210276
2011/12/28,276.223267,285.918793,0.005823,0.23,12.436795
2011/12/29,266.970612,278.104523,0.002361,0.27,0.925646
2011/12/30,265.421143,274.216034,0.001867,0.22,0
2011/12/31,269.657593,276.826965,0.002548,0.24,0
2012/1/1,269.724365,280.583771,0.002722,0.34,0
2012/1/2,269.496124,274.521912,0.002458,0.19,0
2012/1/3,264.078705,270.655853,0.001621,0.16,0
2012/1/4,263.33313,273.66626,0.001748,0.19,0
2012/1/5,266.90451,272.288086,0.002145,0.15,0.377775
2012/1/6,262.735962,275.387115,0.001519,0.27,0
2012/1/7,269.760223,278.006165,0.002746,0.25,2.101245
2012/1/8,266.256378,277.033569,0.002114,0.26,0
2012/1/9,270.791229,278.755127,0.002674,0.3,2.241683
2012/1/10,261.96579,272.543396,0.001255,0.23,0
2012/1/11,259.901428,267.213074,0.000967,0.16,0
2012/1/12,270.861725,282.90332,0.001887,0.57,9.900182
2012/1/13,273.061584,279.876801,0.004217,0.15,2.416736
2012/1/14,272.204254,279.22229,0.005261,0,14.775835
2012/1/15,270.349976,277.676666,0.003008,0.21,6.111603
2012/1/16,267.697845,278.926117,0.002272,0.32,0
2012/1/17,271.825439,279.662842,0.003304,0.26,0.883712
2012/1/18,268.01474,277.635834,0.002312,0.28,0
2012/1/19,269.458038,276.897125,0.002167,0.3,0
2012/1/20,267.417389,282.138855,0.003965,0.17,6.803856
2012/1/21,270.628174,286.362732,0.005564,0.16,6.439163
2012/1/22,265.049622,271.564697,0.00181,0.16,2.941127
2012/1/23,256.280182,266.002777,0.000973,0.11,0
2012/1/24,253.825577,263.700317,0.00072,0.11,0
2012/1/25,261.905334,275.904877,0.001756,0.23,0
2012/1/26,263.561401,273.948395,0.001986,0.17,0
2012/1/27,259.619629,270.273682,0.00097,0.21,0
2012/1/28,263.222443,278.165192,0.001718,0.32,0
2012/1/29,263.630341,274.171356,0.002161,0.15,0.352475
2012/1/30,260.348236,271.11972,0.001476,0.15,0.840817
2012/1/31,261.654785,273.757111,0.001828,0.17,1.598523
2012/2/1,254.874832,271.527924,0.001179,0.16,0
2012/2/2,250.876648,261.661774,0.000473,0.11,0
2012/2/3,254.67131,270.366669,0.000827,0.19,0.815708
2012/2/4,261.979004,281.304993,0.003045,0.21,5.297287
2012/2/5,268.980255,282.401764,0.004547,0.11,5.917048
2012/2/6,259.64444,271.340576,0.001309,0.18,0
2012/2/7,259.720306,267.948822,0.000921,0.18,0
2012/2/8,260.954102,270.391602,0.001697,0.11,1.997795
2012/2/9,265.49646,273.223511,0.002514,0.09,0.30702
2012/2/10,269.42926,280.504944,0.0035,0.21,5.820421
2012/2/11,276.258636,284.298981,0.005264,0.24,5.570614
